date_of_extract,organisation_number,registered_charity_number,linked_charity_number,charity_name,charity_type,charity_registration_status,date_of_registration,date_of_removal,charity_reporting_status,latest_acc_fin_period_start_date,latest_acc_fin_period_end_date,latest_income,latest_expenditure,charity_contact_address1,charity_contact_address2,charity_contact_address3,charity_contact_address4,charity_contact_address5,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web,charity_company_registration_number,charity_insolvent,charity_in_administration,charity_previously_excepted,charity_is_cdf_or_cif,charity_is_cio,cio_is_dissolved,date_cio_dissolution_notice,charity_activities,charity_gift_aid,charity_has_land
2026-04-24,5110347,1174993,0,HALLING COUNTY PRIMARY SCHOOL PARENT TEACHERS ASSOCIATION,Other,Registered,2017-10-05,,Submission Received,2024-08-01,2025-07-31,18518.0,11819.0,HALLING PRIMARY SCHOOL,HOWLSMERE CLOSE,HALLING,ROCHESTER,,ME2 1ER,01634240258,pta@halling.medway.sch.uk,https://www.halling.medway.sch.uk/,,false,false,false,,false,false,,The Halling Primary School PTA is a charity who aim is to advance the education of pupils in the school. We carry out various fundraising events to provide the necessary funds to purchase required facilities or equipment.,false,false
2026-04-24,5112721,1175822,0,MEDWAY PARK JUDO CLUB,CIO,Registered,2017-11-20,,Submission Received,2024-01-01,2024-12-31,16992.0,14577.0,8 GREENVALE GARDENS,GILLINGHAM,,,,ME8 6HB,07901556470,medwayparkjudo@hotmail.co.uk,www.medwayparkjudoclub.com,,false,false,false,,true,false,,"To further or benefit the residents of Medway, Kent and the surrounding areas by:Promoting community participation in healthy recreation by the provision of coaching and facilities for Judo.Advancing amateur sport by providing coaching and facilities for Judo.",false,true
2026-04-24,5114006,1176111,0,THAMES VIEW PTA,Other,Registered,2017-12-06,,Submission Received Late,2023-08-01,2024-07-31,30210.0,25820.0,Thames View Primary School,Bloors Lane,Rainham,GILLINGHAM,,ME8 7DX,07597545664,thamesviewpta@gmail.com,http://www.thamesviewprimary.medway.sch.uk/,,false,false,false,,false,false,,"The object of the association is to advance the education of pupils in the school in particular by: Developing effective relationships between the staff, parents and others associated with the school; and engaging in activities or providing facilities or equipment which support the school and advance the education of the pupils.",false,false
2026-04-24,5115553,1178702,0,KICC KINGDOM HARVEST,Charitable company,Registered,2018-06-08,,Submission Received,2024-04-01,2025-03-31,90384.0,57568.0,Kingsway International Christian Ce,Maidstone Road,CHATHAM,,,ME5 9QG,07447833298,info@kicckingdomharvest.org.uk,www.kicckingdomharvest.org.uk,11334717,false,false,false,,false,false,,ADVANCEMENT OF THE CHRISTIAN RELIGION.THE FURTHERANCE OF THE CHARITABLE WORK OF THE CHARITY BY THE ADVANCEMENT OF SUCH OTHER CHARITABLE PURPOSES AS THE TRUSTEES SHALL FROM TIME TO TIME DECIDE.,true,false
2026-04-24,5115795,1182959,0,KICC KING'S PRAISE ASSEMBLY,Charitable company,Registered,2019-04-12,,Submission Received,2024-07-01,2025-06-30,0.0,0.0,Kingsway International Christian Ce,Maidstone Road,CHATHAM,,,ME5 9QG,02085250000,admin@KICC.org.uk,www.kicc.org.uk,11421292,false,false,false,,false,false,,The Charity is established for (1) the advancement of the Christian Religion and (2) the furtherance of the charitable work of the Charity by the advancement of such other charitable purposes as the Trustees shall from time to time decide.,false,false
2026-04-24,5115828,1176891,0,11TH MEDWAY SCOUT GROUP,Other,Registered,2018-01-30,,Submission Received,2024-04-01,2025-03-31,16442.0,14329.0,68 SIR EVELYN ROAD,ROCHESTER,,,,ME1 3LZ,07976438473,,,,false,false,false,,false,false,,The Teaching of Young people life skills as well as giving opportunities for adventures and new experiences via scout camps.,false,true
2026-04-24,5122729,1178803,0,NEW LIFE IN CHRIST MINISTRY (LORDSWOOD),CIO,Registered,2018-06-15,,Submission Received,2024-01-01,2024-12-31,21189.0,23144.0,8 SPRINGFIELD ROAD,GILLINGHAM,,,,ME7 1YJ,07877539617,lifeanew0511@yahoo.com,https://www.new-lifeinchrist.org,,false,false,false,,true,false,,"THE CHARITY RUNS A CHURCH CALLED NEW LIFE IN CHRIST MINISTRY (LORDSWOOD), IT SUPPORTS SINGLE PARENTS AND FAMILIES WHO ARE ON LIMITED INCOME BY PROVIDING FOOD AND CLOTHING.",false,false
2026-04-24,5124432,1179630,0,WORD SANCTUARY MINISTRIES,CIO,Registered,2018-08-21,,Submission Double Default,2022-06-16,2023-06-15,0.0,0.0,15 Acres Green Close,CHATHAM,Kent,,,ME5 0FB,07948182115,wsm365@aol.com,,,false,false,false,,true,false,,Word Sanctuary Ministries activities are Sunday services and outreach. These have provided benefit to those who attend worship services and the wider community of Chatham. The Church provides a centre for our prayers and worship and for the activities associated with our faith.  These form the totality of our activities for the year. ,false,false
2026-04-24,5124880,1179545,0,MEDWAY AFRICAN AND CARIBBEAN ASSOCIATION,CIO,Registered,2018-08-14,,Submission Received,2024-04-01,2025-03-31,122997.0,95491.0,THE SUNLIGHT DEVELOPMENT CENTRE,105 RICHMOND RD,GILLINGHAM,KENT,,ME7 1LX,08448849502,info@macacharity.org.uk,www.macacharity.org.uk,,false,false,false,,true,false,,"We run a weekly drop in for senior citizens. We hold an annual young Black achievers awards. We develop and deliver projects that promote diversity and celebrate heritage and culture. We work with partners across statutory, voluntary, private sectors to achieve our objectives. We work with young people with regards to culture, arts and education.",false,false
2026-04-24,5125794,1179652,0,SLOUGH FORT PRESERVATION TRUST,CIO,Registered,2018-08-23,,Submission Received,2023-11-01,2024-10-31,79704.0,45745.0,VART STED,ALLHALLOWS ROAD,LOWER STOKE,ROCHESTER,,ME3 9SL,07884494515,treasurer@sloughfort.org.uk,www.sloughfort.org.uk,,false,false,false,,true,false,,Restoration and Preservation of Slough Fort.,true,false
2026-04-24,5126979,1179859,0,"CHRIST CHURCH PARISH, LUTON, CHATHAM",Other,Registered,2018-09-10,,Submission Received,2024-01-01,2024-12-31,68362.0,50880.0,Parish Church Of Christ Church,Luton Road,CHATHAM,Kent,,ME4 5BT,01634845537,hello@luton.church,www.luton.church,,false,false,false,,false,false,,"Regular public worship open to all. The provision of sacred space for personal prayer and contemplation. Pastoral work, including visiting the sick and the bereaved. Teaching and promotion of the Christian faith. Promoting the whole mission of the church.  Promoting and encouraging wellbeing in the local community.",true,true
2026-04-24,5128581,1182964,0,International XLH Alliance,Trust,Registered,2019-04-12,,Submission Received,2024-02-01,2025-01-31,690.0,4390.0,28 Tunbury Avenue,CHATHAM,Kent,,,ME5 9EJ,07905115944,contact@xlhalliance.org,xlhalliance.org,,false,false,false,,false,false,,To unite and amplify the patient voice by supporting x-linked hypophosphataemia (XLH) groups worldwide and to set a global standard of care and research that ensures all patients receive the care that meets their individual needs.,true,false
2026-04-24,5130301,1180803,0,FRIENDS OF BARNSOLE,Other,Registered,2018-11-22,,Submission Received,2024-09-01,2025-08-31,13234.0,11399.0,BARNSOLE PRIMARY SCHOOL,BARNSOLE ROAD,GILLINGHAM,,,ME7 2JG,07742784799,friends@maritime-trust.org,,,false,false,false,,false,false,,"We operate within the school, using fundraising events to engage parents, carers, pupils and the local community. Funds are used to enhance the school experiences of pupils by providing extracurricular activities such as: visiting performers, animal experiences, clubs, to provide equipment to aid personal, social, physical development as well as engage all pupils in social play.",false,false
2026-04-24,5131344,1180990,0,MEDWAY SHELTER AND SUPPORT,CIO,Registered,2018-12-04,,Submission Received,2024-01-01,2024-12-31,913.0,7172.0,C/O The Salvation Army,50 Green Street,GILLINGHAM,Kent,,ME7 1XA,01634231690,medwayshelter@gmail.com,www.medwayshelter.org,,false,false,false,,true,false,,"Medway Night Shelter is run by Medway Churches and other concerned local groups to help homeless people with a connection to Medway. Originally set up to provide support during the coldest and most difficult time of the year, activities have expanded to include a year round project for homeless and vulnerably housed people, namely a drop in centre.",false,false
2026-04-24,5132826,1180937,0,RCCG WINNERS WAY CHATHAM,Charitable company,Registered,2018-11-30,,Submission Received,2024-01-01,2024-12-31,138947.0,99123.0,46 SIDNEY ROAD,GILLINGHAM,,,,ME7 1PA,07904886588,adetunjisk@yahoo.com,www.winnerswaychatham.org,09409243,false,false,false,,false,false,,The advancement of the Christian religion worldwide and the relief of poverty.,true,false
2026-04-24,5133807,1187385,0,HAKOL,CIO,Registered,2020-01-15,,Submission Received Late,2023-12-13,2024-12-12,1412.0,1412.0,10 Manor Lane,ROCHESTER,Kent,,,ME1 3JN,07656035529,hakolug705@gmai.com,,,false,false,false,,true,false,,"Workshops, training, partnerships with likeminded organisations .",false,false
2026-04-24,5134201,1181327,0,PARKWOOD CHRISTIAN FELLOWSHIP PRESCHOOL,Other,Registered,2018-12-21,,Submission Received,2024-01-01,2024-12-31,200573.0,194350.0,PARKWOOD CHRISTIAN FELLOWSHIP,PARKWOOD GREEN,GILLINGHAM,,,ME8 9PN,01634366574,pcfpreschool@gmail.com,,,false,false,false,,false,false,,Providing preschool education for 2-4 year olds,false,false
2026-04-24,5134907,1183493,0,FRIENDS OF OAKLANDS,Other,Registered,2019-05-20,,Submission Double Default,,,,,OAKLANDS SCHOOL,WEEDS WOOD ROAD,CHATHAM,,,ME5 0QS,01634333810,friendsofoaklands@yahoo.co.uk,,,false,false,false,,false,false,,,,
2026-04-24,5135492,1181764,0,FRIENDS OF ALL SAINTS CHURCH ALLHALLOWS,CIO,Registered,2019-01-28,,Submission Received,2024-04-01,2025-03-31,15247.0,11614.0,All Saints Church Stoke road,Allhallows,ROCHESTER,Kent,,ME3 9PF,07868020455,turnermick73@gmail.com,www.allsaintschurchallhallows.com,,false,false,false,,true,false,,"The Friends of All Saints Church (FoAS)  fundraise locally and host various fundraising and entertaining community events. FoAS also aims to seek substantial fundraising opportunities, by developing an ambitious plan to enhance the purpose and use of the building for the benefit of a wide range of projects and groups in the community.",true,false
2026-04-24,5136845,1182438,0,HIGH HALSTOW PRIMARY SCHOOL PTA,Other,Registered,2019-03-13,,Submission Received,2023-09-01,2024-08-31,20149.0,22927.0,HIGH HALSTOW PRIMARY SCHOOL,HARRISON DRIVE,HIGH HALSTOW,ROCHESTER,,ME3 8TF,07811126694,highhalstowprimaryschoolpta@gmail.com,,,false,false,false,,false,false,,"We raise funds for the school by holding events throughout the year such as cake sales, Christmas and summer fairs, raffles and discos. Events are usually held within the school grounds.",false,false
2026-04-24,5137153,1183169,0,TRECC MINISTRIES INTERNATIONAL,CIO,Registered,2019-04-29,,Submission Received,2024-02-01,2025-01-31,29696.0,28378.0,12 THOROLD ROAD,CHATHAM,,,,ME5 7EA,07957116876,trecc2012@gmail.com,,,false,false,false,,true,false,,"To advance the Christian faith worldwide and the relief of poverty through key activities of providing a place of        worship, Church, located at Chatham, Community projects and welfare activities like, breakfast mornings,       Christian counselling",false,true
2026-04-24,5138886,1183372,0,MEDWAY PARENTS AND CARERS FORUM,CIO,Registered,2019-05-13,,Submission Received Late,2024-04-01,2025-03-31,47307.0,48629.0,C/O SNAPDRAGONS CHILDRENS CENTRE,CLIFFE ROAD,ROCHESTER,KENT,,ME2 3FF,07813123984,info@medwaypcf.org.uk,WWW.MEDWAYPCF.ORG.UK,,false,false,false,,true,false,,MPCF is a parent led organisation working within Medway to give parents and carers a collective voice to shape and in the delivery of services for SEN. To be a meeting point so parents can gain mutual support,false,false
2026-04-24,5142278,1184311,0,GILLINGHAM STREET ANGELS,CIO,Registered,2019-07-08,,Submission Overdue,2023-01-01,2023-12-31,1231786.0,1124679.0,BEGBIES TRAYNOR (CENTRAL) LLP,INNOVATION CENTRE MEDWAY,MAIDSTONE ROAD,CHATHAM,,ME59FD,01634975440,MEDWAY@BTGUK.COM,,,false,true,false,,true,false,,"We support people living in Medway affected by homelessness, financial hardship & food poverty. We deliver our support holistically through free foodbanks, community soup kitchens & school uniform banks on top of a wide range of other food initiatives & services. We have charity stores, recycling programmes, inclusive volunteering schemes and a selection of other free health & wellbeing services.",true,true
2026-04-24,5142606,1190098,0,IDEAS TEST,CIO,Registered,2020-06-24,,Submission Received,2024-04-01,2025-03-31,509203.0,509814.0,Room 5 1st Floor,5A New Road Avenue,Chatham,Kent,,ME4 6BB,07713865955,contact@ideastest.co.uk,www.ideastest.org.uk,,false,false,false,,true,false,,Ideas Test work in Swale and Medway and supports communities to lead more creative lives and feel better about themselves and where they live.,false,false
2026-04-24,5143663,1187332,0,FRIENDS OF REDE COMMON,CIO,Registered,2020-01-13,,Submission Received,2023-10-01,2024-09-30,11764.0,681.0,1 Warren Wood Road,ROCHESTER,Kent,,,ME1 2UB,07888686242,redecommon@gmail.com,redecommon.org.uk,,false,false,false,,true,false,,"We organise work days to maintain and improve the nature reserve, check the site regularly for issues and monitor wildlife. We also hold events on site, fund raise and carry out projects, ensure the upkeep of the site, and promote our activities in the local area and online.",false,true
2026-04-24,5145233,1184351,0,THE OLD BARN ORCHESTRAL SOCIETY,Other,Registered,2019-07-10,,Submission Received,2024-08-01,2025-07-31,13228.0,8749.0,315 Station Road,Rainham,GILLINGHAM,Kent,,ME8 7PU,01634376979,oldbarnos@gmail.com,oldbarnos.com,,false,false,false,,false,false,,"We are an amateur orchestra, performing up to three concerts per year in the Medway and Maidstone area (in Kent) for the general public.",false,false
2026-04-24,5145768,1187683,0,CLUB AUSOME,CIO,Registered,2020-01-31,,Submission Overdue,2024-04-02,2025-04-01,81409.0,64918.0,14 Canterbury Street,GILLINGHAM,Kent,,,ME7 5TX,01634 216 356,hello@clubausome.co.uk,https://www.clubausome.co.uk,,false,false,false,,true,false,,We provide organized activities that enable the children to socialize and make new friends without discrimination.,false,false
2026-04-24,5146901,1187673,0,ZITASES FOUNDATION CIO,CIO,Registered,2020-01-30,,Submission Received,2024-01-01,2024-12-31,450.0,400.0,6 Merrimans View,Upper Luton Road,CHATHAM,Kent,,ME5 7BN,+447919076737  ,Zitasesfoundation@gmail.com,http://www.zsnf.org,,false,false,false,,true,false,,"A Charity committed to transforming lives and giving hope to vulnerable individuals, by supporting the less-privileged, disability, homelessness, mental health and well-being, young adults and children in care, orphanages and general  eradication of  poverty. We help to sponsor programmes and projects for empowerment and help give individuals the opportunity to live a better and healthier life.",true,false
2026-04-24,5148668,1189475,0,WORD-ALIVE MISSION AND MINISTRIES INTERNATIONAL,CIO,Registered,2020-05-14,,Submission Received,2024-04-01,2025-03-31,46919.0,44775.0,24 Bogarde Drive,Wainscott,ROCHESTER,Kent,,ME3 8GR,07399472966,dapoadebayo82@yahoo.co.uk,https://wordalivemisssionandministries.com/,,false,false,false,,true,false,,Holding fellowship meetings,false,false
2026-04-24,5149318,1185731,0,FRIENDS OF RIVERSIDE PRIMARY SCHOOL (RAINHAM),Other,Registered,2019-10-09,,Submission Received,2023-09-01,2024-08-31,11861.0,11538.0,RIVERSIDE PRIMARY SCHOOL,ST. EDMUNDS WAY,RAINHAM,GILLINGHAM,,ME8 8ET,01634338700,forpschair@gmail.com,www.riverside.medway.sch.uk,,false,false,false,,false,false,,"Friends of Riverside Primary School organises fun, family friendly and community events in order to raise funds for Riverside Primary School.",false,false
2026-04-24,5149460,1188035,0,FORWARD2EMPLOYMENT,Charitable company,Registered,2020-02-18,,Submission Received,2024-07-31,2025-07-30,754849.0,621294.0,Unit E3,Knights Park,Strood,,Kent,ME2 2LS,01634683990,office@forward2employment.co.uk,www.forward2employment.co.uk,11813984,false,false,false,,false,false,,F2E supports young SEN people aged 19 to 25 with supported internships with a view to gaining employment for them.,false,false
2026-04-24,5152534,1192475,0,THE DELL CHERIAN CHARITY,CIO,Registered,2020-11-23,,Submission Received,2024-04-06,2025-04-05,36314.0,0.0,39 Watts Avenue,Rochester,,,,ME1 1RZ,07903869089,dellichon@gmail.com,http://fontenay.uk/dcc/,,false,false,false,,true,false,,Conservation of woodland ecosystems,false,false
2026-04-24,5153076,1190768,0,BODHICHARYA UK,CIO,Registered,2020-08-07,,Submission Received,2024-01-01,2024-12-31,39574.0,12844.0,43 TRINITY ROAD,GILLINGHAM,,,,ME7 1JA,07766720702,uk@bodhicharya.org,https://bodhicharya.org/uk/,,false,false,false,,true,false,,"Our objective is to advance the understanding and practice of the Buddhist faith and philosophy.  We do this by (a) providing meetings, teachings and retreats; (b) encouraging and participating in interfaith and intercultural dialogue; (c) promoting and supporting well-being in body, mind and spirit; and (d) supporting the relief of those in need.",true,false
2026-04-24,5154170,1188790,0,GOODLY SPEAK,Charitable company,Registered,2020-03-30,,Submission Double Default,2021-06-01,2022-05-31,32855.0,35849.0,2C Luton Road,Chatham,Medway,Kent,,ME4 5AA,01634847896,info@goodlyspeak.com,www.goodlyspeak.com,09741293,false,false,false,,false,false,,"Advance the gospel of Jesus Christ, through teaching in line with our statements of belief; Provision of a place of worship and prayer in Jesus name; Key community initiatives: ASPIRE-strengthen faith leaders, VITAL LINKS-comfort nursing mothers, HELP-compassion to the needy, OVERFLOW-community choir, WWYST Media-faith publications, VOCED-youth skills, FIVE LOAVES-neighbourly faith teaching;",false,true
2026-04-24,5156395,1189229,0,ISASI FOUNDATION,CIO,Registered,2020-04-27,,Submission Overdue,2024-02-08,2025-02-07,0.0,0.0,3 St. Francis Close,ROCHESTER,Kent,,,ME2 2GR,07404544019,noelleisasi@gmail.com,,,false,false,false,,true,false,,"Isasi Foundation offers employment training, support and advice to members of the community. We deliver various employment preparation workshops and offer voluntary work placements to unemployed people. We support disadvantaged people , who are unemployed in receipt of Jobs Seeker Allowance, Employment Support Allowance, Income Support or Incapacity Benefit.",false,false
2026-04-24,5156556,1188060,0,FRIENDS OF BROOMHILL,CIO,Registered,2020-02-19,,Submission Received,2024-04-01,2025-03-31,2955.0,4946.0,69 Brompton Farm Road,Rochester,,,,ME2 3QX,07968380588,secretary@friendsofbroomhill.org.uk,friendsofbroomhill.org.uk,,false,false,false,,true,false,,"To promote for the benefit of the public at large the provision of facilities for education, recreation or other leisure time occupation of individuals who have need of such facilities. These facilities will be in the areas known as Broomhill Park and The Old Orchard, Strood, Rochester, Kent.",true,true
2026-04-24,5157800,1188302,0,FRIENDS OF HEMPSTEAD INFANT SCHOOL,Other,Registered,2020-03-03,,Submission Received,2023-09-01,2024-08-31,25737.0,27780.0,HEMPSTEAD INFANT SCHOOL,HEMPSTEAD ROAD,HEMPSTEAD,GILLINGHAM,,ME7 3QG,01634365969,Fohis2019@gmail.com,,,false,false,false,,false,false,,"The Friends of Hempstead Infant School is an open community of parent volunteers working alongside the school, teachers and other 'friends' to benefit the school and ensure the best educational experience for all its pupils. Our goal is to raise funds for equipment and activities to enrich the children's school experience.",false,false
2026-04-24,5157924,1188443,0,TIME FOR THE HOMELESS,CIO,Registered,2020-03-10,,Submission Received,2024-03-06,2025-03-05,4139.0,4498.0,44A CHANCERY RDD,CLIFFE ROCHESTER,KENT,44A CHANCERY RD,CLIFFE ROCHESTER,ME37TL,07496108583,michellelizzie@hotmail.com,www.timeforthehomeless.co.uk,,false,false,false,,true,false,,"We are a charity that supplies food and essentials to Homeless, vulnerable and those in need across Medway and Maidstone, Kent. We do this by delivering street soup kitchens 5 times a week.",true,false
2026-04-24,5157962,1191349,0,SIMARY'S FOUNDATION,CIO,Registered,2020-09-18,,Submission Received,2025-01-01,2025-12-31,0.0,0.0,36 Walsingham Close,GILLINGHAM,Kent,,,ME8 9SJ,+447832155518,info@simaryfoundation.org,www.simaryfoundation.org,,false,false,false,,true,false,,We are a charity that supports young disadvantaged girls to pursue education and training in Zimbabwe.,false,false
2026-04-24,5158180,1190961,0,THE OAST COMMUNITY HUB,CIO,Registered,2020-08-20,,Submission Received,2024-01-01,2024-12-31,0.0,0.0,The Oast House Community Centre,Granary Close,Rainham,GILLINGHAM,,ME8 7SG,01634559691,chair@theoastrainham.co.uk,https://www.theoastrainham.co.uk/,,false,false,false,,true,false,,"Provides a community centre for recreation, education, sports, social and spiritual activities for use by groups and the local population.",false,true
2026-04-24,5158608,1189941,0,"THE FRIENDS OF ST MARGARET'S CHURCH, HIGH HALSTOW",CIO,Registered,2020-06-15,,Submission Received,2024-04-01,2025-03-31,15019.0,855.0,MENEGHY,4 MEDWAY AVENUE,HIGH HALSTOW,ROCHESTER,,ME3 8TL,01634252939,m.meredith@zen.co.uk,http://thefriendsofstmargarets.org.uk,,false,false,false,,true,false,,"The Charity raises funds through Festivals, Exhibitions Concerts and Talks within the Village of High Halstow, by applying to funding bodies for grants and by collecting subscriptions from Members in order to restore and maintain the fabric  of St Margaret's Church. The Roof, Windows, Pointing,  Stonework, Heating, Wiring, Drainage and Internal Decoration are the priorities",true,false
2026-04-24,5158774,1190181,0,BLACK HISTORY ASSOCIATION (GRAVESHAM AND KENT),CIO,Registered,2020-06-30,,Submission Received,2024-04-01,2025-03-31,4040.0,4281.0,C/O 54 Villa Road,Higham,ROCHESTER,Kent,,ME3 7BX,07947510888,bhmgravesham@outlook.com,www.bhakent.org,,false,false,false,,true,false,,"1) To celebrate Black History Month annually in local communities 2) To provide empowerment, support and capacity building to young people from ethnic minorities.",false,false
2026-04-24,5159557,1191641,0,ADEWUNMIPRAISE FOUNDATION,CIO,Registered,2020-10-05,,Submission Received,2024-08-01,2025-07-31,592.0,1363.0,199 Hawthorne Avenue,GILLINGHAM,,,,ME8 6YH,07448952300,adewunmipraisef@gmail.com,https://www.adewunmipraisefoundation.org/,,false,false,false,,true,false,,"We try to make things better for children, single-parent families, low-income families, and families facing financial crises, we focus on young families and new parents in need of baby items.We do this by providing support packages to give relief for basic needs of nutrition, hygiene, self-care and clothing. We help families to fulfil their needs and help them find services within the community.",true,false
2026-04-24,5160258,1189491,0,THE BULGARIAN ORTHODOX COMMUNITY OF ST. CONSTANTINE AND ST. HELEN,CIO,Registered,2020-05-14,,Submission Received,2024-06-01,2025-05-31,2447.0,5121.0,St Michael's and All Angels Church,6 ROCHESTER ROAD,CUXTON,ROCHESTER,,ME2 1AF,07428680861,bgchurchkent@gmail.com,www.bulgarianchurch.co.uk,,false,false,false,,true,false,,"We aim to provide regular liturgical church services, ministry and pastoral care to the Bulgarian as well as other Orthodox Christians.",true,false
2026-04-24,5160334,1189406,0,HANDS OF HOPE FOUNDATION,CIO,Registered,2020-05-07,,Submission Received Late,2024-02-28,2025-02-27,41725.0,51486.0,14 WARREN WOOD ROAD,ROCHESTER,,,,ME1 2UB,07903886017,info@handsofhopefoundation.org.uk,www.handsofhopefoundation.org.uk,,false,false,false,,true,false,,"Our main focus is on assisting vulnerable adults by facilitating means that will enable them integrate in the communities. The foundation provides housing and educational support, information, advice, training and advocacy on dealing with the ongoing effects of homelessness and unemployment issues, food provision when required. The charity also supports African Orphanage homes where necessary.",false,false
2026-04-24,5161023,1190135,0,THE EVANGELICAL CHURCH,CIO,Registered,2020-06-26,,Submission Received,2024-04-01,2025-03-31,118947.0,126485.0,Chatham Evangelical Church,138 Ordnance Street,CHATHAM,,,ME4 6SE,07967793027,church@cec4u.co.uk,www.cec4u.co.uk/,,false,false,false,,true,false,,"The advancement of the Christian faith. To relieve sickness and financial hardship and to promote and preserve good health by the provision of funds, goods or services of any kind including through the provision of counselling and support. To advance education.",true,true
2026-04-24,5165259,1191016,0,HOLDING ON LETTING GO,CIO,Registered,2020-08-25,,Submission Received,2024-04-01,2025-03-31,197431.0,190854.0,Holding On Letting Go,c/o The Wisdom Hospice,High Bank,ROCHESTER,Kent,ME1 2NU,03445611511,info@holg.org.uk,www.holg.org.uk,,false,false,false,,true,false,,"Holding On Letting Go provides support to bereaved children, young people and their families, and those experiencing anticipatory grief in Kent, Medway and SE London. Holding On Letting Go has been established since 2003 under Charity No 1103835 and changed to a CIO on 25 August 2020.  For previous financial information please apply to  Caroline.ford@holg.org.uk",true,false
2026-04-24,5165502,1191376,0,WISTERIA CAT RESCUE,CIO,Registered,2020-09-21,,Submission Received,2023-09-01,2024-08-31,190673.0,164410.0,9 Beatty Road,ROCHESTER,Kent,,,ME1 2TG,07581306741,Billy@wisteriacatrescue.org,Wisteriacatrescue.org,,false,false,false,,true,false,,"We are a cat rescue charity based in the heart of Kent. Assisting with the welfare of cats, cats will then go onto new homes once fully ready. We also support the community with education with regards to cats.",true,false
2026-04-24,5166930,1191492,0,KENT COMMUNITY HELPERS,CIO,Registered,2020-09-28,,Submission Received,2024-04-01,2025-03-31,0.0,0.0,102 DARNLEY ROAD,ROCHESTER,,,,ME2 2UN,07541885624,oolajuwan@yahoo.com,,,false,false,false,,true,false,,Charitable support to local people in need.,false,false
2026-04-24,5167168,1192152,0,MULLAI KALVI VIRUDCHAM,CIO,Registered,2020-11-04,,Submission Received,2024-08-01,2025-07-31,2700.0,2500.0,79 Hollingbourne Road,GILLINGHAM,Kent,,,ME8 6SN,07403781098,mullaikalvivirudcham@gmail.com,,,false,false,false,,true,false,,"To provide financial support to children in need and without a parent for education.- To provide exam books for year 5 students in select schools in Mullaitivu, Sri Lanka.- To provide some financial support to those seriously injured in the war and experiencing poverty.- To raise awareness and teach our children in the UK about the Sri Lankan culture and language through",false,false
2026-04-24,5167347,1193747,0,HEART OF GOD MINISTRY (H.G.M),CIO,Registered,2021-03-09,,Submission Received,2023-11-01,2024-10-31,10480.0,12242.0,54 Breton Road,ROCHESTER,Kent,,,ME1 2JH,07960060261,hogministry@yahoo.co.uk,,,false,false,false,,true,false,,"The charity  advance the Christian Religion in London and all through the UK for the benefiting of the general public by holding of prayer meetings, religious education and provision of outreach and pastoral care for the community. ",false,false
2026-04-24,5172323,1193321,0,CHATHAM AND ROCHESTER MUSLIM COMMITTEE,CIO,Registered,2021-01-29,,Submission Received,2024-07-01,2025-06-30,113038.0,86738.0,77 Dale Street,CHATHAM,,,,ME4 6QG ,01634880571,administrator@masjidulabraar.org,https://masjidulabraar.org,,false,false,false,,true,false,,PROVISION OF ISLAMIC CENTRE FOR THE BENEFIT OF ALL PUBLIC,false,true
2026-04-24,5172862,1193087,0,PRAYER AND LIBERATION MINISTRIES,CIO,Registered,2021-01-12,,Submission Received,2023-12-06,2024-12-05,0.0,0.0,11 Downland Walk,Chatham,,,,ME5 8AF,01634864704,admin@iprayerandliberation.site,www.iprayerandliberation.site,,false,false,false,,true,false,,"Prayer and Liberation Ministries is a Christian assembly that advances God's Kingdom through Prayers, where members benefit Spiritually and physically.  It offers counselling and outreaches for the benefit of the community.",false,false
2026-04-24,5172966,1193469,0,THE LIFE MATTERS,CIO,Registered,2021-02-09,,Submission Received,2024-04-02,2025-04-01,7178.0,6072.0,38 PILGRIMS WAY,CUXTON,ROCHESTER,,,ME2 1LG,07760464294,thelifematters@outlook.com,www.thelifematters.co.uk,,false,false,false,,true,false,,Support vulnerable children an adults to help build mental health well being and prevent suicide.,false,false
2026-04-24,5173766,1194834,0,"MY TURNING POINT INTERNSHIP, STUDY AND EMPLOYABILITY ORGANISATION",CIO,Registered,2021-06-17,,Submission Received Late,2024-04-01,2025-03-31,0.0,0.0,152 BROMPTON LANE,ROCHESTER,,,,ME2 3BA,01634941989,lolalasekan@yahoo.com,https://myturningpoint.co.uk/,,false,false,false,,true,false,,"Offering educational support and programmes to vulnerable people in our community. These programmes include vocational training, adult literacy classes, skills enhancement training, general support for special education needs children and providing strategies for behaviour management.",false,false
2026-04-24,5173783,1194284,0,THE KNIGHT'S FAMILY INTERNATIONAL CHARITY FOUNDATION,CIO,Registered,2021-04-29,,Submission Received,2024-01-01,2024-12-31,1891.0,1561.0,HEMSTEAD,GILLINGHAM,KENT,,,ME7 3QG,07712738640,Knightsfoundation@post.com,www.knightsfamilyfoundation.com,,false,false,false,,true,false,,The Knight's Family International Charity will be helping to meet the social needs of people to allow them to participate more fully in society as follows:Educational support and advancement Promote and support health and well being Assisting with alleviating poverty and improve living conditions Ensuring community building and stability through various programs. ,false,false
