organisation_number,registered_charity_number,charity_name,charity_type,charity_activities,charity_registration_status,charity_reporting_status,charity_is_cio,date_of_registration,charity_contact_address1,charity_contact_address2,charity_contact_address3,charity_contact_address4,charity_contact_address5,charity_contact_web,charity_contact_phone,charity_contact_email,charity_contact_postcode,latest_income,latest_expenditure,latest_acc_fin_period_start_date,latest_acc_fin_period_end_date,charity_gift_aid,charity_previously_excepted,charity_company_registration_number,charity_is_cdf_or_cif,charity_has_land,linked_charity_number,date_of_extract
5068438,1167834,THE OLD GRAMMAR SCHOOL CHARITY FAVERSHAM,CIO,Upkeep and Preservation of an Elizabethan Grammar school,Registered,Submission Received,true,2016-06-24T00:00:00,51 ATHELSTAN ROAD,FAVERSHAM,,,,,07940478683,s.sherlock792@btinternet.com,ME13 8QN,17300.0,15820.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
5068532,1165339,Latin America for Christ,CIO,"Serving the church in Latin America and the Caribbean, particularly in word ministry without forgetting the wider needs of the church. We support the church by: Biblical languages training (Hebrew and Greek, in partnership with Tyndale House, Cambridge) and MOCLAM (Moore College Extension in Latin America), as well as ad hoc support for churches.",Registered,Submission Received,true,2016-01-28T00:00:00,1 Curates Walk,DARTFORD,,,KENT,https://www.facebook.com/profile.php?id=100093050962476,07886375245,latinamericaforchrist@gmail.com,DA2 7BJ,2622.0,25267.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5068565,1164371,DOVER ASSOCIATION FOR DISABLED PEOPLE,Other,"We provide our physically disabled adult members with indoor meetings during the winter months, bus trips out during the summer and a Christmas lunch each year.",Registered,Submission Double Default,false,2015-11-12T00:00:00,14 TERRACE ROAD,ELVINGTON,DOVER,,,,01304830777,,CT15 4EJ,17058.0,3071.0,2021-10-01T00:00:00,2022-09-30T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5068567,1165083,OUR MOON EDUCATION,CIO,"Through local partnerships, we advance education and establish equal opportunities for Zambia's youth to access quality local and global education so that they can contribute sustainably to the growth of African society",Registered,Submission Received,true,2016-01-07T00:00:00,THE COACH HOUSE,HURSTWOOD LANE,TUNBRIDGE WELLS,,,www.ourmoon.org.uk,+44(0)7720287904,helen.leale-green@ourmoon.org.uk,TN4 8YA,114566.0,112072.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
5068642,1165260,THE HOPE STREET CENTRE,CIO,"The Hope Street Centre provides a range of services to the local community including employment support, computer training, advice sessions, volunteering and volunteer training opportunities, work experience and training placements for adults with learning disabilities and other community led activities based on the needs of the community.",Registered,Submission Received,true,2016-01-21T00:00:00,The Hope Street Centre,Rose Street Car Park,Sheerness,Kent,,www.thehopestreetcentre.wordpress.com,01795583824,thehopestreetcentre@outlook.com,ME12 1AJ,98896.0,106503.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5068712,1164572,JAPAN CHRISTIAN LINK,CIO,"To help make a significant difference in the progress of the gospel among the Japanese people over the first half of this century.We do this through educating, encouraging and equipping the Body of Christ so that more and more the good news of Jesus Christ is proclaimed clearly, and disciples of Jesus Christ multiplied among the Japanese people, for his glory. (Matthew 28:19-20)",Registered,Submission Received,true,2015-11-26T00:00:00,JAPAN CHRISTIAN LINK,PO BOX 68,SEVENOAKS,,,www.jclglobal.org,01732455453,info@jclglobal.org,TN13 2ZY,559136.0,629900.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
5068760,1163702,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST ANDREW, READING STREET",Previously excepted,Church of England Parish wholly used for public worship,Registered,Submission Received,false,2015-09-23T00:00:00,St. Andrews Church,Reading Street,BROADSTAIRS,Kent,,www.st-andrews-reading-street.org.uk,01843823276,officestandrew@aol.com,CT10 3AZ,126061.0,131960.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,true,,,false,0,2026-06-05T00:00:00
5068864,1166536,THE LAYBERRY FOUNDATION,CIO,Supporting  young people making the transition from the care system into independence.,Registered,Submission Received,true,2016-04-14T00:00:00,WOOD FARM,BURLINGS LANE,KNOCKHOLT,SEVENOAKS,,www.thelayberryfoundation.org,01959532240,,TN14 7PF,94764.0,111011.0,2023-10-31T00:00:00,2024-10-30T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5068883,1164939,PUKKA PONIES EQUINE RESCUE,Other,"TO OFFER SANCTUARY TO EQUINES IN NEED, PROVISION OF CARE, VETERINARY TREATMENT AND ALL ASSOCIATED DUTIES. WHERE SUITABLE TO REHOME EQUINES INTO APPROVED HOMES, AND MAINTAIN A RELATIONSHIP TO SAFEGUARD THEIR FUTURE.",Registered,Submission Double Default,false,2015-12-21T00:00:00,The Stables,West Farleigh,Maidstone,Kent,,www.pukkaponies.org.uk,07543111373,pukkaponies@hotmail.co.uk,ME15 0NL,17811.0,18200.0,2020-01-01T00:00:00,2020-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
5068920,1166452,MEDWAY ETHNIC MINORITY FORUM,Charitable company,"To promote social inclusion for public benefit in Medway and the surrounding areas for minority ethnic communities, relieving their needs and assisting them to integrate into society by: Providing them support to reduce the barriers that these communities face and promoting increased access to opportunities available to them from local authorities and service provider",Registered,Submission Received,false,2016-04-08T00:00:00,W. Maurice Ltd,160 High Street,Rochester,,Kent,www.medwaydiversityforum.co.uk,07875503708,office@memf.co.uk,ME1 1ER,54355.0,63426.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,04257752,,false,0,2026-06-05T00:00:00
5068949,1165137,INTERNATIONAL ASSOCIATION FOR FORENSIC PSYCHOTHERAPY,Charitable company,"The International Association for Forensic Psychotherapy is a charitable organisation which exists to promote the health of offenders and victims through the use of psychotherapeutic understanding, risk assessment and treatment techniques and to advance understanding about forensic psychotherapeutic practice.",Registered,Submission Received,false,2016-01-12T00:00:00,Sandison Lang Ltd,2 St. Marys Road,TONBRIDGE,Kent,,https://www.forensicpsychotherapy.org,07786322334,info@forensicpsychotherapy.org,TN9 2LB,37247.0,37384.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,08789169,,false,0,2026-06-05T00:00:00
5069039,1165531,UNITED KINGDOM FOR JESUS CHRIST,Charitable company,Christian Education and enlightenment,Registered,Submission Received,false,2016-02-11T00:00:00,Thames Innovation Centre,2 Veridion Way,ERITH,,,www.uk4jc.com,02083201125,UK4JC@AOL.CO.UK,DA18 4AL,2922.0,2774.0,2024-05-01T00:00:00,2025-04-30T00:00:00,false,false,09568882,,false,0,2026-06-05T00:00:00
5069160,1164950,JAMES HIRST BEECHAM CHARITABLE TRUST,CIO,"The charity not yet active, awaiting substantive funds",Registered,Submission Received,true,2015-12-21T00:00:00,LITTLE SHUTTLESFIELD FARM,ACRISE,FOLKESTONE,,,,01303862729,"",CT18 8LB,0.0,0.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5069186,1164253,ALICE'S ARC,CIO,"Our purpose is the relief of sickness of people suffering from childhood cancers in particular but not limited to sarcomas by funding the purchase of medicine (as recommended by doctors), funding research, introducing best practices between jurisdictions, raising awareness, and assisting in the knowledge and understanding of such cancers.",Registered,Submission Received,true,2015-11-04T00:00:00,HIGH BEECH,53 Kippington Road,SEVENOAKS,,,https://www.alicesarc.org,07880701217,sara.wakeling@alicesarc.org,TN13 2LL,980714.0,629674.0,2023-10-01T00:00:00,2024-09-30T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5069370,1163793,KENT MINDS,CIO,Fundraising events and promotions organised by The Trustees and their Kent based Fund Raising Committee to benefit mental health charities providing support to beneficiaries in Kent and Medway.,Registered,Submission Received,true,2015-10-01T00:00:00,1 High Street,Wingham,CANTERBURY,Kent,,http://www.kentminds.co.uk/,01227 722787,,CT3 1AY,9752.0,14544.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5069693,1166740,SECOND CHANCE CHARITY,CIO,"For the the relief and assistance of the homeless and people in crisis throughout Medway and surrounding areas.  Second Chance aims to stop the revolving door of evictions for vulnerable families, providing services which include awareness, education, incentives and support for landlords; financial education and varied support programs towards independent living in the Community.",Registered,Submission Received,true,2016-04-26T00:00:00,Second Chance Medway,Melville Court,Brompton Hill,Brompton,Kent,www.2ndchancemedway.org,01634 771200,penny@2ndchancemedway.org,ME4 4XL,126938.0,124294.0,2024-05-15T00:00:00,2025-05-14T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5069877,1164665,THE DANIEL WILTSHIRE FOUNDATION,CIO,"No activities in 1917, 1918,1919",Registered,Submission Double Default,true,2015-12-03T00:00:00,3b Heathfield Road,Penenden Heath,MAIDSTONE,,,www.thedanielwiltshirefoundation.com,01622682171,,ME14 2AD,,,,,,false,,,false,0,2026-06-05T00:00:00
5069952,1166617,LIVING ON BEREAVEMENT SERVICE,CIO,"Living On supports children and young people and their families in Orpington, Kent when someone they love has died. We run grief groups throughout the year that aim to bring families and children together in order that they feel they are not alone. We also have a Buddy service which is when a family has just lost a loved one, we connect with the family and provide support.",Registered,Submission Received,true,2016-04-19T00:00:00,11 The Brackens,ORPINGTON,,,,livingon.org.uk,01689831720,admin@livingon.org.uk,BR6 6JH,77427.0,86088.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5070127,1165465,WORLD SCIENCE AID,CIO,The object of the charity is to promote the advancement of science and technology; the prevention of relief or poverty and the advancement of health and the saving of lives.,Registered,Submission Received Late,true,2016-02-08T00:00:00,King Arthur's Court,Maidstone Road,Charing,ASHFORD,Kent,https://www.worldnanofoundation.com,01233 424200,ANDREA.CRAWLEY@WORLDSCIENCEAID.COM,TN27 0JS,0.0,0.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5070290,1165001,STELLA MARIS MASS FUND,Trust,Religious activities,Registered,Submission Received,false,2015-12-30T00:00:00,14 Coppin Street,DEAL,Kent,,,,01304375602,,CT14 6JL,3040.0,2475.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5070334,1164644,PARALLEL YOUTH ENTERPRISE,CIO,"There are 2 projects that come under the umbrella of the Parallel Youth Enterprise. They are i) Lambeth Summer Camps, recreational and educational summer activities ii)  Lambeth Boxing Awards, a non-contact boxing club.",Registered,Submission Received,true,2015-12-01T00:00:00,KINGSWOOD,KINGS CHASE,CROWBOROUGH,KINGS CHASE,EAST SUSSEX,www.parallelyouthenterprise.com,01892664996,lsptlspt1@gmail.com,TN6 1RQ,83483.0,71798.0,2024-09-01T00:00:00,2025-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5070355,1166588,HASTINGS UNITARIAN CHURCH CHARITABLE INCORPORATED ORGANISATION,CIO,"The objects of the CIO is the promotion of religion in accordance with the principals of the General Assembly of Unitarian and Free Christian Churches. We provide a place of worship to serve the local community of Hastings and Rother districts of East Sussex through the use of its building and its members time for the promotion of educational, spiritual and charitable activities.",Registered,Submission Received,true,2016-04-18T00:00:00,Hastings Unitarian Church,South Terrace,HASTINGS,,,www.hastingsunitarianchurch.org,07918110926,hastings.unitarians@gmail.com,TN34 1SA,23923.0,20318.0,2023-10-01T00:00:00,2024-09-30T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
5070414,1166050,ST GEORGES PRE SCHOOL WROTHAM,CIO,"To enhance the development, education and well being of young children aged 2-4 years.",Registered,Submission Received,true,2016-03-14T00:00:00,St Georges Pre School,Old London Road,Wrotham,SEVENOAKS,Kent,WWW.ST-GEORGES-WROTHAM.KENT.SCH.UK,07745226390,stgeorgespreschool@live.co.uk,TN15 7DL,142729.0,138626.0,2024-05-08T00:00:00,2025-05-07T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
5070491,1165097,THE CONGREGATION OF MARIE AUXILIATRICE CIO,CIO,"Support of the religious and other charitable activities of the Congregation of the Society of Marie Auxiliatrice, including pastoral work in parishes, retreat ministry, youth work, educational work, school chaplaincies and liturgical ministry.",Registered,Submission Received,true,2016-01-08T00:00:00,First Floor Flat,61 College Road,BROMLEY,,,,02086957492,"",BR1 3QG,317512.0,300190.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
5070534,1164395,EDENBRIDGE COMMUNITY FIRST RESPONDERS,Other,Volunteer service of First Response in Medical emergencies in the Edenbridge area.,Registered,Submission Received,false,2015-11-12T00:00:00,80 SPRINGFIELD ROAD,EDENBRIDGE,,,,www.facebook.com/edenbridgecfr,07879683928,edenbridgecfr@outlook.com,TN8 5HQ,6106.0,652.0,2024-11-02T00:00:00,2025-11-01T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5070662,1164443,Grace Church Beckenham,CIO,Main public worship services including activities for school age childrenMid-week meetings for the study of the Christian faith and pastoral support and careCourses & events for any wishing to find out about ChristianityCarers & toddlers pre-school groupThe support & relief of Christians engaged full time in the missionary work of proclaiming the gospel & Christian discipleship,Registered,Submission Received,true,2015-11-17T00:00:00,C/O  CHURCH OFFICE,HIGHLAND ROAD,BROMLEY,,,www.gracechurchbeckenham.org,02084641898,info@gracechurchbeckenham.org,BR1 4AA,139921.0,150746.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5070842,1164184,PARKSIDE PARENT TEACHERS ASSOCIATION,Other,Fundraising for Parkside Community Primary School,Registered,Submission Received,false,2015-10-30T00:00:00,PARKSIDE CP SCHOOL,BEECHWOOD LANE,HEATHFIELD,,,,01435864577,,TN21 8QQ,14973.0,7227.0,2023-09-02T00:00:00,2024-09-01T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5070903,1166221,THE AJS CHARITABLE TRUST,Trust,"The grants made in the year to 5 April 2018 totalled £31,000.",Registered,Submission Received,false,2016-03-24T00:00:00,Handelsbanken,77 Mount Ephraim,TUNBRIDGE WELLS,,,,01892701801,charities.hwam@handelsbanken.co.uk,TN4 8BS,157346.0,86275.0,2024-04-06T00:00:00,2025-04-05T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5071127,1164203,WOODFORD SPIRITUALIST CHURCH,Other,"The aim of Woodford Spiritualist Church is to advance the religion and philosophy of Spiritualism on the basis of the Seven Principles of SNU Spiritualism. The church provides two Divine Services each week, two healing services, open and closed development circles as well as a wide range of workshops on related topics.",Registered,Submission Received,false,2015-11-02T00:00:00,Flat 12,Carlton Mansions,Sweyn Road,Cliftonville,Margate,www.woodfordchurch.com,07508311892,woodfordchurch@hotmail.co.uk,CT9 2DJ,32724.0,20280.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
5071129,1164710,THE CHAFFIELD SHAW TRUST,Trust,"The Trust makes grants to individuals, organisations and other charities to provide funds for charitable purposes generally but particularly for the relief of poverty and the advancement of education and healthcare.",Registered,Submission Received,false,2015-12-04T00:00:00,107 Chislehurst Road,ORPINGTON,Kent,,,,07786 478411,,BR6 0DL,12000.0,19530.0,2025-04-01T00:00:00,2025-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5071182,1169589,THE REDEEMED CHRISTIAN CHURCH OF GOD GREAT HIGH PLACE,Trust,"The advancement of Christian father worldwide, prevention and relieve of poverty, Christian religions activities, economic and community development activities, training and development of members and community.",Registered,Submission Received,false,2016-10-11T00:00:00,7 Kelvin Road,Welling,,,,,07950747420,rccg.greathighplace@gmail.com,DA16 2EH,42625.0,36192.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5071323,1165151,ASHFORD COMMUNITY CHURCH,CIO,"Services of Christian worship and instruction, Bible study groups, Ladies Fellowship,  Coffee and chat for vulnerable people,",Registered,Submission Received,true,2016-01-13T00:00:00,Ashford Community Church,Gospel Hall,Francis Road,ASHFORD,Kent,www.ashfordcommunitychurch.com,07547226670,info@ashfordcommunitychurch.com,TN23 7UR,80057.0,60457.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
5071418,1166914,NORTHFLEET COMMUNITY FARM,CIO,Community Farm,Registered,Submission Received,true,2016-05-04T00:00:00,Northfleet School for Girls,Hall Road,Northfleet,Gravesend,,www.northfleetgirls.kent.sch.uk,01474831020,info@nsfg.org.uk,DA11 8AQ,11970.0,14381.0,2024-06-01T00:00:00,2025-05-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5071562,1175433,BRHADDHVANI GLOBAL CENTRE FOR MUSIC,CIO,"Define and promote excellence in Indian classical music through pedagogy, performance, connectivity to other musical genres & other arts, and therapy, in a world music context. Serve and engage everyone without compromise and discrimination. Promote multi-disciplinary research & innovation in the arts spanning performance techniques, preservation and novel dissemination models.",Registered,Submission Received,true,2017-10-30T00:00:00,32 Knoll Rise,ORPINGTON,Kent,,,bgcm.org.uk,07471615814,contact@bgcm.org.uk,BR6 0DD,16631.0,16686.0,2023-10-23T00:00:00,2024-10-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5071676,1166015,G & K BOYES CHARITABLE TRUST,Trust,"To promote, advance and support by way of grants to charities, charitable organisations, charitable purposes and charitable causes with a focus on (but not limited to) education, training, advancement of health or saving lives, arts, culture, heritage, science, environment and conservation.",Registered,Submission Received,false,2016-03-11T00:00:00,CRIPPS HARRIES HALL LLP,NUMBER 22,MOUNT EPHRAIM,TUNBRIDGE WELLS,,,01892765431,joanne.lee@cripps.co.uk,TN4 8AS ,648.0,41649.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5071713,1164460,CROWBOROUGH CHORAL SOCIETY,CIO,Education in the musical and choral field,Registered,Submission Received,true,2015-11-18T00:00:00,Old Milk Lodge,Church Road,Rotherfield,East Sussex,,www.crowboroughchoral.com,01892852645,email@andrewfermor.co.uk,TN6 3LA,22994.0,21877.0,2024-08-01T00:00:00,2025-07-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5071827,1165858,HYPO HOUNDS,CIO,"Hypo Hounds is an assistance dog provider - providing Diabetic Alert Assistance Dogs to predominantly children with Type 1 Diabetes, we are able to assist adults if there is a clinical need.",Registered,Submission Received,true,2016-03-03T00:00:00,THE BARN,Lested Farm Offices,Plough Wents Road,Chart Sutton,Kent,www.hypohounds.co.uk,01233 756555,info@hypohounds.co.uk,ME17 3SA,221290.0,261809.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5071916,1165587,THE WARREN MEADOWS CHARITABLE TRUST,Trust,Such charitable purposes (according to the Law of England and Wales) for the public benefit in the United Kingdom as the Trustees see fit from time to time.,Registered,Submission Received,false,2016-02-16T00:00:00,23 THE PLAT,EDENBRIDGE,,,,,01892 822910 ,,TN8 5BJ,10356.0,50581.0,2024-04-06T00:00:00,2025-04-05T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
5071934,1164646,HERNE CE JUNIOR SCHOOL PTA,Other,"We hold various fund raising events such as, school discos, summer fairs and quiz evenings for the school and local community.",Registered,Submission Received,false,2015-12-01T00:00:00,Herne Junior School,School Lane,Herne,Herne Bay,,,01227374069,,CT6 7AL,3210.0,12207.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5072023,1167730,BAREFOOT OPERA,CIO,To advance education in and promote public appreciation of the art of opera for the public benefit,Registered,Submission Received Late,true,2016-06-20T00:00:00,6 The Uplands,ST. LEONARDS-ON-SEA,East Sussex,,,www.barefootopera.com,07587 04 24 53,info@barefootopera.com,TN38 0HL,166701.0,153229.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5072080,1165782,THE TERRIER TRUST CIO,CIO,"Our activities are focused, but not exclusively, on keeping the two Terrier locomotives which we own or part-own in active service for the public benefit. The locomotives are based on the Kent & East Sussex Railway that operates public train services.",Registered,Submission Received,true,2016-02-26T00:00:00,5 NEWING GREEN,BROMLEY,,,,www.terriertrust.org.uk,02084665038,chairman@terriertrust.org.uk,BR1 2TD,16350.0,1917.0,2024-02-01T00:00:00,2025-01-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5072098,1164637,PETT LEVEL PRESERVATION TRUST,CIO,Preservation of 24 acres of land at Pett Level including clearing scrub and carrying out other maintenance for the benefit of the public and for general access,Registered,Submission Received,true,2015-12-01T00:00:00,Mulberry Cottage,Toot Rock,Pett Level,HASTINGS,East Sussex,www.pettlevelpreservationtrust.org,07801105252,,TN35 4EN,5224.0,8677.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
5072195,1168561,PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF BEWSBOROUGH,Previously excepted,"Manages the ministry, mission, finance and fabric of the 6 churches of the ecclesiastical parish",Registered,Submission Received,false,2016-08-02T00:00:00,"Windy Ridge, Dover Road",Guston,Dover,KENT,,http://www.bewsborough.org.uk/,07708 032988,MARIANNE.SLATER@HOTMAIL.CO.UK,CT15 5EH,86482.0,111666.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,true,,,true,0,2026-06-05T00:00:00
5072379,1169736,Kent Disability Support Foundation,CIO,"The Kent Disability Support Foundation aims to reduce the stigma and discrimination associated with mental health issues and learning difficulties. To create more cohesive communities within Kent by raising awareness and acceptance. To reduce social isolation, increase life opportunities and offer recovery and support services to people with learning difficulties and mental health issues.",Registered,Submission Received,true,2016-10-18T00:00:00,15 Lynton Road,HYTHE,Kent,,,,07750 4108847,diane.marley@aol.co.uk,CT21 6DB,3312.0,6101.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5072545,1168385,TABERNACLE OF PRAISE INTERNATIONAL CHRISTIAN CENTRE,CIO,"To preach the Gospel of our Lord Jesus Christ in all part of the country and in all Nations of the world holding strictly to the Bible as unerring guide in matters of church organization as well in all matters that pertain to the gospel.To hold worship service, bible studies, retreats, crusades, seminars, conferences and other meetings where any participant irrespective of church affiliation.",Registered,Submission Received Late,true,2016-07-22T00:00:00,20 HOWICK CLOSE,ROYAL BRITISH LEGION VILLAGE,AYLESFORD,,,,07423287111,,ME20 7RP,8750.0,6420.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5072555,1167961,BROMLEY BOROUGH FOODBANK,CIO,"Bromley Borough Foodbank is a community-led charity, helping local people to get back on their feet and improve their financial independence.  It meets the needs of people in food poverty with emergency supplies of food and importantly, assists people to locate the right support for any wider needs by referring them to specialist agencies relevant to their situation.",Registered,Submission Received,true,2016-06-30T00:00:00,c/o Orpington Baptist Church,Station Road,Orpington,,,www.bromleyborough.foodbank.org.uk,08009202324,info@bromleyborough.foodbank.org.uk,BR6 0RZ,357267.0,473083.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
5072575,1164627,CANTERBURY STREET PASTORS,CIO,"Our mission is to engage, train and mobilize Christian volunteers from different churches to be relevant in public life as salt and light addressing issues of vulnerability and social exclusion through the principles of caring, listening and helping people. We work in partnership with the police, local authorities and other voluntary organisations.",Registered,Submission Received,true,2015-12-01T00:00:00,Canterbury Street Pastors,C/o: St Andrew's URC,Watling Street,Canterbury,Kent,http://streetpastors.org/locations/canterbury/,01227 464643 ,canterbury@streetpastors.org.uk,CT1 2UA ,4875.0,10570.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5072642,1167423,MANIFOLD WISDOM HOUSE MINISTRY LTD,Charitable company,religion activities,Registered,Submission Received,false,2016-06-02T00:00:00,6 CARLTON ROAD,WELLING,,,,,079833953889,RIKHENRY2000@YAHOO.COM,DA16 1QH,3136.0,2767.0,2024-02-01T00:00:00,2025-01-31T00:00:00,false,false,07928864,,false,0,2026-06-05T00:00:00
5072748,1165117,SOUTH TONBRIDGE WOMEN'S INSTITUTE,Other,education for women,Registered,Submission Received,false,2016-01-11T00:00:00,9 Cherry Grove,TONBRIDGE,Kent,,,www.southtonbridgewi.com,07960873070,southtonbridgewi@gmail.com,TN10 4NA,6376.0,6482.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
5072796,1164670,GILLINGHAM SPIRITUALIST CHURCH,Other,we are a church,Registered,Submission Received,false,2015-12-03T00:00:00,10 Norfolk Close,CHATHAM,Kent,,,,01634831498,,ME5 8QS,13517.0,17149.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
5072853,1168364,FITZDAN UK,Charitable company,A UK REGISTERED CHARITYTHAT PROMOTES ADVANCEMENT OF HEALTH/SAVING OF LIVESPREVENTION OR RELIEF OF POVERTYPROMOTION OF EDUCATION/TRAINING AND HEALTHCARE IN THE UK AND WORLDWIDE,Registered,Submission Received,false,2016-07-21T00:00:00,69 Gorse Avenue,Chatham,,,,www.fitzdanuk.org,01634941890,fitzdanuk@gmail.com,ME5 0UP,28123.0,35303.0,2023-10-01T00:00:00,2024-09-30T00:00:00,true,false,09771634,,false,0,2026-06-05T00:00:00
5072896,1165313,BOSTALL LIBRARY COMMUNITY GROUP,CIO,"Lending of books, audio books on CD, and DVDs.Provision of public access PCs, high-speed internet, WiFi, scanning and printing.Provision of some Council services.Primary school visits.Several activities for toddlers & mums, young children, and study zone for teenagers.Several activities for adults, computer buddy, reading groups.Coffee Shop & communal hub.Community cinema.",Registered,Submission Received,true,2016-01-26T00:00:00,Bostall Community Library,115 King Harolds Way,BEXLEYHEATH,Kent,,bostall-librarycg.org.uk,01322400422,info@bostall-librarycg.org.uk,DA7 5RE,61258.0,71291.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5072932,1166137,PCSA PROSTATE CANCER SUPPORT ASSOCIATION KENT,CIO,"Providing a telephone help line for those diagnosed with or suffering from prostate cancer, their families and friends, holding monthly open meetings for such people at which health and other relevant professionals give talks on this cancer, its treatment and impact, followed by opportunities for discussion with new and existing members; raising money for new medical equipment for Kent hospitals.",Registered,Submission Received,true,2016-03-21T00:00:00,97 Cavell Square,Deal,,,,www.pcsakent.org,01304363323,info@pcsakent.org,CT14 9HP,30544.0,3553.0,2025-01-01T00:00:00,2025-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
5072954,1166074,HAYLEY'S HEROES,CIO,"The Charity's objects are the relief and assistance for persons of all ages, but particularly young adults, suffering from ill health as a result of cancer. Relief is provided principally, through emotional and financial support and educational and morale boosting activities. Beneficiaries may be those suffering from cancer, their families and carers.",Registered,Submission Received,true,2016-03-15T00:00:00,61 LONDON ROAD,MAIDSTONE,KENT,,,,07711359552,,ME16 8TX,16667.0,10151.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,CE006936,,false,0,2026-06-05T00:00:00
5073025,1165220,THE CYNARA FOUNDATION,Trust,The charity provides grants to individuals in need and/or charities or other organisations working to prevent or relieve poverty,Registered,Submission Received,false,2016-01-19T00:00:00,Handelsbanken Wealth & Asset Management,77 Mount Ephraim,TUNBRIDGE WELLS,Kent,,,01892701801,charities.hwam@handelsbanken.co.uk,TN4 8BS,113475.0,113475.0,2024-04-06T00:00:00,2025-04-05T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
